feature	ham_probability	spam_probability
mslias	2.1876328303309168e-07	1.9394105964962054e-06
termer	2.1876328303309168e-07	2.2164692531385204e-06
compny	2.1876328303309168e-07	1.1082346265692602e-06
couid	2.1876328303309168e-07	0.00011636463578977232
basicrole	2.1876328303309168e-07	8.311759699269452e-07
dmyers	4.3752656606618335e-07	2.7705865664231505e-07
tien	2.1876328303309168e-07	5.541173132846301e-07
doit	1.5313429812316417e-06	1.3852932832115753e-06
boiseartful	2.1876328303309168e-07	5.541173132846301e-07
jyksr	2.1876328303309168e-07	8.311759699269452e-07
abduction	2.1876328303309168e-07	8.311759699269452e-07
reciepts	4.3752656606618335e-07	2.7705865664231505e-07
gwyneth	2.1876328303309168e-07	5.541173132846301e-07
counselling	4.3752656606618335e-07	5.541173132846301e-07
1482	2.1876328303309168e-07	8.311759699269452e-07
flexing	4.3752656606618335e-07	2.7705865664231505e-07
cedkao	8.750531321323667e-07	2.7705865664231505e-07
passagens	2.1876328303309168e-07	8.311759699269452e-07
ddeals	2.1876328303309168e-07	3.878821192992411e-06
undated	2.1876328303309168e-07	5.541173132846301e-07
piramidalnej	4.3752656606618335e-07	2.7705865664231505e-07
harrisongalloway	2.1876328303309168e-07	5.541173132846301e-07
shafia	4.3752656606618335e-07	2.7705865664231505e-07
invaluable	3.93773909459565e-06	1.4684108802042698e-05
zihxj	2.1876328303309168e-07	5.541173132846301e-07
cbm	2.6251593963971e-06	2.133351656145826e-05
webcbwg	2.1876328303309168e-07	5.541173132846301e-07
cloister	2.1876328303309168e-07	1.6623519398538903e-06
helmbeck	2.1876328303309168e-07	5.541173132846301e-07
yspihye	2.1876328303309168e-07	5.541173132846301e-07
gzcvonm	2.1876328303309168e-07	5.541173132846301e-07
9614	4.3752656606618335e-07	2.7705865664231505e-07
governments	8.531768038290574e-06	1.9948223278246684e-05
helaas	2.1876328303309168e-07	8.311759699269452e-07
whxigbr	2.1876328303309168e-07	8.311759699269452e-07
swerbin	4.3752656606618335e-07	2.7705865664231505e-07
optimizer	8.750531321323667e-07	2.7705865664231505e-07
mccreary	4.3752656606618335e-07	2.7705865664231505e-07
columnar	2.1876328303309168e-07	2.4935279097808355e-06
duffle	2.1876328303309168e-07	8.311759699269452e-07
interferes	2.1876328303309168e-07	4.709997162919356e-06
farmacodinamia	2.1876328303309168e-07	5.541173132846301e-07
aproached	6.56289849099275e-07	2.7705865664231505e-07
xcpbf	2.1876328303309168e-07	5.541173132846301e-07
dumbowe	4.3752656606618335e-07	2.7705865664231505e-07
emthis	2.1876328303309168e-07	8.311759699269452e-07
pasteler	2.1876328303309168e-07	5.541173132846301e-07
2178	4.3752656606618335e-07	2.7705865664231505e-07
codenol	2.1876328303309168e-07	8.311759699269452e-07
doormen	2.1876328303309168e-07	1.3852932832115753e-06
73102	4.3752656606618335e-07	2.7705865664231505e-07
attracted	7.656714906158208e-06	9.142935669196397e-06
agaal	2.1876328303309168e-07	5.541173132846301e-07
fromdaren	6.56289849099275e-07	2.7705865664231505e-07
engross	2.1876328303309168e-07	5.541173132846301e-07
ritchie	4.3752656606618335e-07	1.6623519398538903e-06
derniers	2.1876328303309168e-07	8.311759699269452e-07
ucbgrve	2.1876328303309168e-07	5.541173132846301e-07
authenticators	2.1876328303309168e-07	5.541173132846301e-07
dryvfhso	2.1876328303309168e-07	5.541173132846301e-07
96052055	6.56289849099275e-07	2.7705865664231505e-07
cervine	2.1876328303309168e-07	8.311759699269452e-07
adare	2.1876328303309168e-07	8.311759699269452e-07
qmnqoeqnbr	2.1876328303309168e-07	5.541173132846301e-07
saloon	2.1876328303309168e-07	1.9394105964962054e-06
tarbell	2.1876328303309168e-07	1.3852932832115753e-06
brandyright	2.1876328303309168e-07	5.541173132846301e-07
tpwhcm	2.1876328303309168e-07	5.541173132846301e-07
thekk	2.1876328303309168e-07	5.541173132846301e-07
9833	6.56289849099275e-07	2.7705865664231505e-07
makingg	6.56289849099275e-07	2.7705865664231505e-07
dougie	2.1876328303309168e-07	1.6623519398538903e-06
resource	9.231810543996468e-05	5.264114476203986e-05
6508	2.1876328303309168e-07	5.541173132846301e-07
marketingtechnik	2.1876328303309168e-07	5.541173132846301e-07
beleivers	2.1876328303309168e-07	5.541173132846301e-07
letfu	2.1876328303309168e-07	5.541173132846301e-07
dusetohzs	2.1876328303309168e-07	5.541173132846301e-07
20123	4.3752656606618335e-07	2.7705865664231505e-07
erratic	1.5313429812316417e-06	3.3247038797077806e-06
contactenos	2.1876328303309168e-07	8.311759699269452e-07
legais	2.1876328303309168e-07	5.541173132846301e-07
arunthai	2.1876328303309168e-07	5.541173132846301e-07
kluwer	2.1876328303309168e-07	1.9394105964962054e-06
marie	3.237696588889757e-05	7.480583729342507e-06
ntlo	2.1876328303309168e-07	5.541173132846301e-07
includ	4.3752656606618335e-07	5.541173132846301e-07
bnc	2.1876328303309168e-07	5.541173132846301e-07
naranja	2.1876328303309168e-07	1.6623519398538903e-06
endangerment	1.0938164151654583e-06	2.7705865664231505e-07
numbly	2.1876328303309168e-07	1.1082346265692602e-06
firedrills	4.3752656606618335e-07	2.7705865664231505e-07
doors	4.375265660661833e-06	1.0528228952407973e-05
eidetic	2.1876328303309168e-07	1.9394105964962054e-06
proconsul	2.1876328303309168e-07	5.541173132846301e-07
mraywm	2.1876328303309168e-07	5.541173132846301e-07
mynewwatch	2.1876328303309168e-07	5.541173132846301e-07
unutilized	2.1876328303309168e-07	8.311759699269452e-07
maxwalters	4.3752656606618335e-07	2.7705865664231505e-07
tubers	2.1876328303309168e-07	5.541173132846301e-07
mania	2.1876328303309168e-07	2.2164692531385204e-06
msjgnkrlf	2.1876328303309168e-07	5.541173132846301e-07
keyhole	2.1876328303309168e-07	2.7705865664231505e-06
kkdftxnpy	2.1876328303309168e-07	5.541173132846301e-07
athcpck	2.1876328303309168e-07	5.541173132846301e-07
desideratum	2.1876328303309168e-07	3.0476452230654656e-06
refurbished	1.31257969819855e-06	7.203525072700191e-06
lepisto	6.56289849099275e-07	2.7705865664231505e-07
initialiy	2.1876328303309168e-07	8.311759699269452e-07
perfil	2.1876328303309168e-07	1.1082346265692602e-06
hwtlqa	2.1876328303309168e-07	5.541173132846301e-07
30677	2.1876328303309168e-07	5.541173132846301e-07
vhmfviz	2.1876328303309168e-07	5.541173132846301e-07
sacral	2.1876328303309168e-07	1.9394105964962054e-06
obju	2.1876328303309168e-07	5.541173132846301e-07
brcenterblearn	2.1876328303309168e-07	8.311759699269452e-07
winkledepend	2.1876328303309168e-07	5.541173132846301e-07
xpg	2.1876328303309168e-07	5.541173132846301e-07
holders	2.1876328303309165e-05	7.203525072700191e-06
pegs	4.3752656606618335e-07	2.7705865664231505e-07
asx	2.1876328303309168e-07	1.6623519398538903e-06
serna	4.3752656606618335e-07	2.7705865664231505e-07
beautifull	2.1876328303309168e-07	5.541173132846301e-07
porject	1.968869547297825e-06	2.7705865664231505e-07
craw	2.1876328303309168e-07	2.7705865664231505e-06
1924	4.3752656606618335e-07	1.6623519398538903e-06
matio	2.1876328303309168e-07	8.311759699269452e-07
jovian	2.1876328303309168e-07	1.1082346265692602e-06
soim	2.1876328303309168e-07	8.311759699269452e-07
terree	4.3752656606618335e-07	2.7705865664231505e-07
rewritten	1.968869547297825e-06	2.7705865664231505e-07
screjet	2.1876328303309168e-07	5.541173132846301e-07
consolas	2.1876328303309168e-07	1.1082346265692602e-06
onderzoeken	2.1876328303309168e-07	5.541173132846301e-07
innovators	4.3752656606618335e-07	8.311759699269452e-07
loose	8.969294604356759e-06	2.3272927157954466e-05
nuevisimas	2.1876328303309168e-07	8.311759699269452e-07
dxmjzva	2.1876328303309168e-07	8.311759699269452e-07
msdeflater	2.1876328303309168e-07	5.541173132846301e-07
hydros	2.1876328303309168e-07	8.311759699269452e-07
booms	4.3752656606618335e-07	1.6623519398538903e-06
piszemy	4.3752656606618335e-07	2.7705865664231505e-07
iex	4.3752656606618335e-07	2.7705865664231505e-07
dynemic	4.3752656606618335e-07	2.7705865664231505e-07
subscription	3.237696588889757e-05	5.8459376551528474e-05
atomised	2.1876328303309168e-07	1.9394105964962054e-06
transco	1.7719825925680425e-05	2.7705865664231505e-07
nbsk	4.3752656606618335e-07	2.7705865664231505e-07
aportado	2.1876328303309168e-07	5.541173132846301e-07
7592574	2.1876328303309168e-07	5.541173132846301e-07
reconstructive	4.3752656606618335e-07	2.7705865664231505e-07
glassinealleyway	2.1876328303309168e-07	5.541173132846301e-07
wanting	8.750531321323666e-06	1.7454695368465848e-05
ntbpyhf	2.1876328303309168e-07	5.541173132846301e-07
wilhelm	2.1876328303309168e-07	2.2164692531385204e-06
chilkina	1.3782086831084775e-05	2.7705865664231505e-07
namesake	1.7501062642647334e-06	1.1082346265692602e-06
jacarilla	2.1876328303309168e-07	5.541173132846301e-07
ivor	2.1876328303309168e-07	8.311759699269452e-07
husky	8.750531321323667e-07	1.1082346265692602e-06
scoot	6.56289849099275e-07	1.9394105964962054e-06
erotize	2.1876328303309168e-07	2.4935279097808355e-06
kobierowski	4.3752656606618335e-07	2.7705865664231505e-07
civilians	4.3752656606618335e-07	3.3247038797077806e-06
shaving	2.4063961133640083e-06	2.2164692531385204e-06
dissociating	4.3752656606618335e-07	2.7705865664231505e-07
harmonline	2.1876328303309168e-07	4.432938506277041e-06
fingers	3.93773909459565e-06	6.649407759415561e-06
2193	4.3752656606618335e-07	2.7705865664231505e-07
awful	2.8439226794301917e-06	6.926466416057877e-06
interactions	1.968869547297825e-06	3.3247038797077806e-06
langevoort	6.56289849099275e-07	2.7705865664231505e-07
hypersmart	4.3752656606618335e-07	2.7705865664231505e-07
westernhubs	4.3752656606618335e-07	2.7705865664231505e-07
beatify	2.1876328303309168e-07	3.6017625363500957e-06
rezl	4.3752656606618335e-07	2.7705865664231505e-07
oopxr	2.1876328303309168e-07	5.541173132846301e-07
notwill	2.1876328303309168e-07	5.541173132846301e-07
turkey	1.31257969819855e-05	6.372349102773247e-06
specialized	1.0281874302555308e-05	1.3852932832115753e-05
suckfest	4.3752656606618335e-07	2.7705865664231505e-07
cheesecloth	2.1876328303309168e-07	2.4935279097808355e-06
garrisoned	2.1876328303309168e-07	5.541173132846301e-07
92881	1.31257969819855e-06	2.7705865664231505e-07
ubieglym	4.3752656606618335e-07	2.7705865664231505e-07
percentage	3.697099483259249e-05	3.4355273423647065e-05
eviscerate	2.1876328303309168e-07	5.541173132846301e-07
fastersurfing	2.1876328303309168e-07	5.541173132846301e-07
videoconferences	2.6251593963971e-06	2.7705865664231505e-07
ksy	2.1876328303309168e-07	5.541173132846301e-07
backwood	2.1876328303309168e-07	1.9394105964962054e-06
7039	2.1876328303309168e-07	5.541173132846301e-07
bigprofithomebiz	2.1876328303309168e-07	8.311759699269452e-07
plaace	2.1876328303309168e-07	8.311759699269452e-07
wai	2.1876328303309168e-07	8.311759699269452e-07
newyorklife	1.0938164151654583e-06	2.7705865664231505e-07
ipoa	4.3752656606618335e-07	2.7705865664231505e-07
enclosed	2.3407671284540807e-05	8.865877012554082e-06
commons	6.56289849099275e-07	1.6623519398538903e-06
spaceother	2.1876328303309168e-07	5.541173132846301e-07
makabo	2.1876328303309168e-07	5.541173132846301e-07
scel	2.6251593963971e-06	2.7705865664231505e-07
mdc	2.1876328303309168e-07	1.1082346265692602e-06
knnow	2.1876328303309168e-07	5.541173132846301e-07
precentor	2.1876328303309168e-07	5.541173132846301e-07
abo	6.56289849099275e-07	4.155879849634726e-06
finud	2.1876328303309168e-07	5.541173132846301e-07
haal	6.56289849099275e-07	2.7705865664231505e-07
deana	1.0938164151654583e-06	2.7705865664231505e-07
swati	4.3752656606618335e-07	2.7705865664231505e-07
upliftment	2.1876328303309168e-07	5.541173132846301e-07
cnyvbhet	2.1876328303309168e-07	8.311759699269452e-07
harmaceutical	2.1876328303309168e-07	2.4935279097808355e-06
mpsbz	2.1876328303309168e-07	5.541173132846301e-07
pdluxvz	2.1876328303309168e-07	5.541173132846301e-07
upseb	1.968869547297825e-06	2.7705865664231505e-07
7264	4.3752656606618335e-07	2.7705865664231505e-07
valiu	2.1876328303309168e-07	3.6017625363500957e-06
hueter	6.56289849099275e-07	2.7705865664231505e-07
volterra	2.1876328303309168e-07	1.1082346265692602e-06
itson	2.1876328303309168e-07	5.541173132846301e-07
hse	4.3752656606618335e-07	8.311759699269452e-07
publicidad	2.1876328303309168e-07	2.7705865664231505e-06
repubblica	2.1876328303309168e-07	8.311759699269452e-07
1763	2.1876328303309168e-07	5.541173132846301e-07
uuluapat	2.1876328303309168e-07	5.541173132846301e-07
heterodyne	2.1876328303309168e-07	1.6623519398538903e-06
juego	2.1876328303309168e-07	1.6623519398538903e-06
marketlink	1.5313429812316417e-06	2.7705865664231505e-07
masivosincluimos	2.1876328303309168e-07	5.541173132846301e-07
freckle	2.1876328303309168e-07	1.9394105964962054e-06
rkiyenin	2.1876328303309168e-07	8.311759699269452e-07
epivir	2.1876328303309168e-07	1.1082346265692602e-06
gird	2.1876328303309168e-07	1.1082346265692602e-06
tridas	1.0938164151654583e-06	2.7705865664231505e-07
nosi	2.1876328303309168e-07	7.757642385984821e-06
bswilliams	6.56289849099275e-07	2.7705865664231505e-07
uber	2.1876328303309168e-07	8.311759699269452e-07
arbiters	4.3752656606618335e-07	2.7705865664231505e-07
crimea	2.1876328303309168e-07	1.9394105964962054e-06
pyrdaiofn	2.1876328303309168e-07	5.541173132846301e-07
hairmagic	2.1876328303309168e-07	4.155879849634726e-06
amypj	2.1876328303309168e-07	5.541173132846301e-07
putiyour	2.1876328303309168e-07	5.541173132846301e-07
ito	6.56289849099275e-07	3.0476452230654656e-06
gambles	6.56289849099275e-07	2.7705865664231505e-07
svuofnw	2.1876328303309168e-07	5.541173132846301e-07
furthersmarter	2.1876328303309168e-07	1.3852932832115753e-06
candlecharts	6.56289849099275e-07	2.7705865664231505e-07
reos	2.1876328303309168e-07	5.541173132846301e-07
ray	6.82541443063246e-05	8.311759699269452e-06
surpasses	4.3752656606618335e-07	2.4935279097808355e-06
conveyer	2.1876328303309168e-07	5.541173132846301e-07
laborers	2.1876328303309168e-07	8.311759699269452e-07
reselected	2.1876328303309168e-07	5.541173132846301e-07
medeiros	2.1876328303309168e-07	5.541173132846301e-07
providor	4.3752656606618335e-07	2.7705865664231505e-07
paparaci	2.1876328303309168e-07	5.541173132846301e-07
findoutwithease	2.1876328303309168e-07	5.541173132846301e-07
helder	2.1876328303309168e-07	5.541173132846301e-07
virinova	2.1876328303309168e-07	5.541173132846301e-07
anyhow	4.594028943694925e-06	6.095290446130931e-06
fwohmlfgv	2.1876328303309168e-07	5.541173132846301e-07
nnfp	2.1876328303309168e-07	5.541173132846301e-07
tyrs	2.1876328303309168e-07	5.541173132846301e-07
alvaro	2.1876328303309168e-07	1.6623519398538903e-06
unmarried	2.1876328303309168e-07	8.311759699269452e-07
ilnrtdo	2.1876328303309168e-07	5.541173132846301e-07
inurnn	2.1876328303309168e-07	5.541173132846301e-07
unioversity	2.1876328303309168e-07	5.541173132846301e-07
parr	4.3752656606618335e-07	2.2164692531385204e-06
refractory	2.1876328303309168e-07	2.2164692531385204e-06
zucha	4.3752656606618335e-07	2.7705865664231505e-07
hutchings	4.3752656606618335e-07	2.7705865664231505e-07
865	4.594028943694925e-06	2.2164692531385204e-06
odwa	4.3752656606618335e-07	2.7705865664231505e-07
ueko	2.1876328303309168e-07	5.541173132846301e-07
pacotes	2.1876328303309168e-07	5.541173132846301e-07
solich	6.56289849099275e-07	2.7705865664231505e-07
interrelations	2.1876328303309168e-07	5.541173132846301e-07
estafadores	2.1876328303309168e-07	8.311759699269452e-07
something	0.00018004218193623444	0.00013825226966451522
welyfz	2.1876328303309168e-07	5.541173132846301e-07
conciusion	2.1876328303309168e-07	2.0225281934889e-05
jqx	2.1876328303309168e-07	5.541173132846301e-07
235342521	2.1876328303309168e-07	8.311759699269452e-07
ejjr	2.1876328303309168e-07	5.541173132846301e-07
hmoafrrqa	2.1876328303309168e-07	5.541173132846301e-07
709314	6.56289849099275e-07	2.7705865664231505e-07
pb	3.718975811562558e-06	2.4935279097808355e-06
admiraal	2.1876328303309168e-07	8.311759699269452e-07
0201	4.3752656606618335e-07	5.541173132846301e-07
swlv	2.1876328303309168e-07	5.541173132846301e-07
uniformly	1.968869547297825e-06	2.7705865664231505e-07
enpep	1.5313429812316417e-06	2.7705865664231505e-07
proprioception	2.1876328303309168e-07	1.3852932832115753e-06
spittle	2.1876328303309168e-07	1.1082346265692602e-06
nexzjd	2.1876328303309168e-07	5.541173132846301e-07
moulds	4.3752656606618335e-07	2.7705865664231505e-07
inferir	2.1876328303309168e-07	5.541173132846301e-07
imtdb	2.1876328303309168e-07	5.541173132846301e-07
ppwz	2.1876328303309168e-07	5.541173132846301e-07
dharma	2.1876328303309168e-07	4.155879849634726e-06
wfgg	2.1876328303309168e-07	5.541173132846301e-07
empioyee	2.1876328303309168e-07	3.0476452230654656e-06
orthodontist	2.1876328303309168e-07	3.0476452230654656e-06
obligatorios	2.1876328303309168e-07	5.541173132846301e-07
hansombrushlike	2.1876328303309168e-07	5.541173132846301e-07
tihude	2.1876328303309168e-07	5.541173132846301e-07
boisbriand	4.3752656606618335e-07	2.7705865664231505e-07
roamed	4.3752656606618335e-07	2.7705865664231505e-07
pennzoil	2.1876328303309166e-06	2.7705865664231505e-07
bentham	2.1876328303309168e-07	1.6623519398538903e-06
westerngas	1.0938164151654583e-06	2.7705865664231505e-07
osvaldo	2.1876328303309168e-07	8.311759699269452e-07
zamieszkania	4.3752656606618335e-07	2.7705865664231505e-07
talahassee	6.56289849099275e-07	2.7705865664231505e-07
prrlces	2.1876328303309168e-07	8.311759699269452e-07
tache	2.1876328303309168e-07	5.541173132846301e-07
ankara	2.1876328303309168e-07	6.926466416057877e-06
momentary	2.1876328303309168e-07	1.3852932832115753e-06
arippolz	2.1876328303309168e-07	5.541173132846301e-07
essrm	2.1876328303309168e-07	5.541173132846301e-07
grll	2.1876328303309168e-07	5.541173132846301e-07
gruppen	8.750531321323667e-07	2.7705865664231505e-07
wcaudi	4.3752656606618335e-07	2.7705865664231505e-07
thrilling	2.1876328303309168e-07	1.1082346265692602e-06
medicos	2.1876328303309168e-07	8.311759699269452e-07
rfvlym	2.1876328303309168e-07	5.541173132846301e-07
picazo	8.750531321323667e-07	2.7705865664231505e-07
respuesta	2.1876328303309168e-07	1.6623519398538903e-06
chavana	2.1876328303309168e-07	1.6623519398538903e-06
resistive	2.1876328303309168e-07	1.3852932832115753e-06
3603	4.3752656606618335e-07	2.7705865664231505e-07
shari	9.844347736489125e-06	4.709997162919356e-06
4638	6.56289849099275e-07	2.7705865664231505e-07
debat	2.1876328303309168e-07	8.311759699269452e-07
handemso	2.1876328303309168e-07	5.541173132846301e-07
sidelining	4.3752656606618335e-07	2.7705865664231505e-07
netspace	2.1876328303309168e-07	1.9394105964962054e-06
4972	2.1876328303309168e-07	5.541173132846301e-07
438338	4.3752656606618335e-07	2.7705865664231505e-07
levltrset	2.1876328303309168e-07	5.541173132846301e-07
remediation	8.750531321323667e-07	3.878821192992411e-06
limifted	2.1876328303309168e-07	5.541173132846301e-07
mystic	2.1876328303309166e-06	1.3852932832115753e-06
calendar	5.600340045647147e-05	2.4935279097808356e-05
comedy	1.7501062642647334e-06	8.311759699269452e-06
curnm	2.1876328303309168e-07	1.3852932832115753e-06
pinckney	4.3752656606618335e-07	2.7705865664231505e-07
orificio	2.1876328303309168e-07	5.541173132846301e-07
0363	2.1876328303309168e-07	3.6017625363500957e-06
weeight	2.1876328303309168e-07	5.541173132846301e-07
neeed	2.1876328303309168e-07	1.6623519398538903e-06
ecdysiseducatorcpd	2.1876328303309168e-07	8.311759699269452e-07
ibxujhsf	2.1876328303309168e-07	5.541173132846301e-07
kathol	1.5313429812316417e-06	2.7705865664231505e-07
japn	2.1876328303309168e-07	5.541173132846301e-07
easymoney	2.1876328303309168e-07	8.311759699269452e-07
precess	2.1876328303309168e-07	2.4935279097808355e-06
dissociable	2.1876328303309168e-07	3.3247038797077806e-06
malfunction	8.750531321323667e-07	1.3852932832115753e-06
986431	6.56289849099275e-07	2.7705865664231505e-07
pymes	2.1876328303309168e-07	8.311759699269452e-07
megatrend	4.3752656606618335e-07	2.7705865664231505e-07
rattles	1.5313429812316417e-06	2.7705865664231505e-07
ordnung	2.1876328303309168e-07	5.541173132846301e-07
moneyline	6.56289849099275e-07	2.7705865664231505e-07
alfresco	2.1876328303309168e-07	2.7705865664231505e-06
bumbling	2.1876328303309168e-07	5.541173132846301e-07
borther	6.56289849099275e-07	2.7705865664231505e-07
qku	2.1876328303309168e-07	5.541173132846301e-07
polyhedra	2.1876328303309168e-07	1.6623519398538903e-06
standford	4.3752656606618335e-07	2.7705865664231505e-07
jetlag	2.1876328303309168e-07	5.541173132846301e-07
6773	6.56289849099275e-07	2.7705865664231505e-07
hundered	2.1876328303309168e-07	1.1082346265692602e-06
surviving	2.6251593963971e-06	1.0251170295765657e-05
raerh	2.1876328303309168e-07	5.541173132846301e-07
poo	2.1876328303309168e-07	1.3852932832115753e-06
90703	2.1876328303309168e-07	5.541173132846301e-07
indicating	1.6188482944448784e-05	0.00013880638697779985
sammail	2.1876328303309168e-07	8.311759699269452e-07
fleteren	4.3752656606618335e-07	2.7705865664231505e-07
36215	4.3752656606618335e-07	2.7705865664231505e-07
xife	2.1876328303309168e-07	5.541173132846301e-07
fmree	2.1876328303309168e-07	5.541173132846301e-07
kasarjian	8.750531321323667e-07	2.7705865664231505e-07
61614	2.1876328303309168e-07	5.541173132846301e-07
consiga	2.1876328303309168e-07	1.3852932832115753e-06
ksmith	4.3752656606618335e-07	2.7705865664231505e-07
verzeihen	2.1876328303309168e-07	5.541173132846301e-07
ewentualny	4.3752656606618335e-07	2.7705865664231505e-07
committeehoward	2.1876328303309168e-07	5.541173132846301e-07
zeon	4.3752656606618335e-07	2.7705865664231505e-07
stomashe	4.3752656606618335e-07	2.7705865664231505e-07
supongan	2.1876328303309168e-07	5.541173132846301e-07
unpruned	2.1876328303309168e-07	5.541173132846301e-07
geadresseerde	2.1876328303309168e-07	1.9394105964962054e-06
liberality	2.1876328303309168e-07	8.311759699269452e-07
bacana	2.1876328303309168e-07	8.311759699269452e-07
fuddy	2.1876328303309168e-07	2.7705865664231505e-06
niello	2.1876328303309168e-07	5.541173132846301e-07
voluminous	4.3752656606618335e-07	8.311759699269452e-07
possessing	1.5313429812316417e-06	2.7705865664231505e-07
chronic	1.31257969819855e-06	1.8839988651677425e-05
utfgva	2.1876328303309168e-07	8.311759699269452e-07
wordsworth	2.1876328303309168e-07	1.3852932832115753e-06
pheromons	2.1876328303309168e-07	5.541173132846301e-07
trollop	2.1876328303309168e-07	2.4935279097808355e-06
hhxekylg	2.1876328303309168e-07	8.311759699269452e-07
klfjhldm	2.1876328303309168e-07	5.541173132846301e-07
eubanks	6.56289849099275e-07	5.541173132846301e-06
comteck	4.3752656606618335e-07	2.7705865664231505e-07
8818	2.1876328303309168e-07	8.311759699269452e-07
gasithhes	2.1876328303309168e-07	5.541173132846301e-07
annuities	4.375265660661833e-06	6.649407759415561e-06
sukaly	4.812792226728017e-06	2.7705865664231505e-07
1806	4.3752656606618335e-07	2.7705865664231505e-07
ochardguei	2.1876328303309168e-07	5.541173132846301e-07
288135	4.3752656606618335e-07	2.7705865664231505e-07
represente	1.5313429812316417e-06	2.7705865664231505e-07
sktiondenoy	2.1876328303309168e-07	5.541173132846301e-07
gorbachev	8.750531321323667e-07	2.7705865664231505e-07
reembolso	2.1876328303309168e-07	8.311759699269452e-07
syndication	3.0626859624632834e-06	1.1082346265692602e-06
gamings	2.1876328303309168e-07	5.541173132846301e-07
telehone	4.3752656606618335e-07	2.7705865664231505e-07
repel	2.1876328303309168e-07	1.3852932832115753e-06
airliquide	4.3752656606618335e-07	2.7705865664231505e-07
lawyer	3.390830887012921e-05	2.5489396411092986e-05
throughlegislation	4.3752656606618335e-07	2.7705865664231505e-07
availabe	4.3752656606618335e-07	2.7705865664231505e-07
migrations	4.3752656606618335e-07	2.7705865664231505e-07
unresolvable	6.56289849099275e-07	2.7705865664231505e-07
vehicle	3.456459871922848e-05	2.6597631037662245e-05
exciusive	2.1876328303309168e-07	3.0476452230654655e-05
anny	2.1876328303309168e-07	5.541173132846301e-07
nui	5.906608641893475e-06	8.311759699269452e-07
celestedeo	4.3752656606618335e-07	2.7705865664231505e-07
insudtry	4.3752656606618335e-07	2.7705865664231505e-07
donnamartos	2.1876328303309168e-07	8.311759699269452e-07
alsop	2.1876328303309168e-07	2.2164692531385204e-06
camron	2.1876328303309168e-07	5.541173132846301e-07
consumes	6.56289849099275e-07	5.541173132846301e-07
102372	4.3752656606618335e-07	2.7705865664231505e-07
rah	2.1876328303309168e-07	8.311759699269452e-07
dmblmiff	2.1876328303309168e-07	8.311759699269452e-07
1162	4.3752656606618335e-07	5.541173132846301e-07
improvementpurchase	2.1876328303309168e-07	5.541173132846301e-07
cotta	2.1876328303309168e-07	3.6017625363500957e-06
euphorbia	2.1876328303309168e-07	2.4935279097808355e-06
youth	1.7501062642647334e-06	3.3801156110362434e-05
parkfield	2.1876328303309168e-07	5.541173132846301e-07
cipla	2.1876328303309168e-07	8.311759699269452e-07
gli	2.1876328303309168e-07	5.541173132846301e-07
sent	0.0011579140570941542	0.0004618567806227392
bankructwa	4.3752656606618335e-07	2.7705865664231505e-07
upside	1.83761157747797e-05	1.856292999503511e-05
vbwau	2.1876328303309168e-07	5.541173132846301e-07
dumbest	1.31257969819855e-06	1.1082346265692602e-06
silently	2.1876328303309168e-07	1.9394105964962054e-06
marketbrowser	2.1876328303309168e-07	5.541173132846301e-07
foradditionaluses	2.1876328303309168e-07	1.9394105964962054e-06
hamartiology	2.1876328303309168e-07	5.541173132846301e-07
yer	8.750531321323667e-07	8.311759699269452e-07
zem	2.1876328303309168e-07	5.541173132846301e-07
ojapsj	2.1876328303309168e-07	1.1082346265692602e-06
westlb	8.313004755257484e-06	2.7705865664231505e-07
skews	6.56289849099275e-07	2.7705865664231505e-07
nfj	2.1876328303309168e-07	1.6623519398538903e-06
diamagnetic	2.1876328303309168e-07	1.6623519398538903e-06
formulas	3.0626859624632834e-06	3.878821192992411e-06
paxxil	2.1876328303309168e-07	5.541173132846301e-07
dupree	6.56289849099275e-07	2.7705865664231505e-07
33500	2.1876328303309168e-07	1.1082346265692602e-06
hlampkin	4.3752656606618335e-07	2.7705865664231505e-07
dqjiw	2.1876328303309168e-07	8.311759699269452e-07
atlas	8.750531321323667e-07	3.3247038797077806e-06
hyphens	2.1876328303309168e-07	5.541173132846301e-07
general	0.00026929760141373586	0.00017343871905808924
dsmobile	2.1876328303309168e-07	1.3852932832115753e-06
jtoxt	2.1876328303309168e-07	5.541173132846301e-07
daddauther	2.1876328303309168e-07	5.541173132846301e-07
reconvene	3.0626859624632834e-06	2.7705865664231505e-07
guarranttee	2.1876328303309168e-07	8.311759699269452e-07
bxouli	2.1876328303309168e-07	5.541173132846301e-07
enormous	1.6626009510514968e-05	2.0225281934889e-05
familiarizing	4.3752656606618335e-07	2.7705865664231505e-07
kgumrrspp	2.1876328303309168e-07	8.311759699269452e-07
qmjou	2.1876328303309168e-07	5.541173132846301e-07
foothold	1.0938164151654583e-06	1.6623519398538903e-06
smjplylf	2.1876328303309168e-07	5.541173132846301e-07
tdbrtable	2.1876328303309168e-07	8.311759699269452e-07
peacefulness	2.1876328303309168e-07	5.541173132846301e-07
depo	2.1876328303309168e-07	5.541173132846301e-07
metaitags	2.1876328303309168e-07	8.311759699269452e-07
mdwf	2.1876328303309168e-07	5.541173132846301e-07
lacerate	2.1876328303309168e-07	1.9394105964962054e-06
crawfish	4.812792226728017e-06	2.7705865664231505e-07
